CODIGO_E4E;CODIGO_EC;DESC;CONTRATISTA;UNIDAD;DISPERSION;GM
NF1464;AHO620;T2 - INSTALACIÓN O RETIRO DE MEDIDOR PARA BALANCE DE CARGAS;JA10136439;Unidad;T2;LELE0501
NF1465;AHO621;T2 - DIAGNÓSTICO CALIDAD DEL SERVICIO;JA10136439;Unidad;T2;LELE0501
NF1466;AHO717;T2 - INSPECCION PREVIA DE DESCARGOS  REDES AÉREAS (ZONAS DE DESCONEXIÓN PROGRAMADA) ;JA10136439;Unidad;T2;LELE0501
NF1467;AHO720;T2 - ACTUALIZACIÓN CARTOGRAFICA DE LA RED.;JA10136439;Unidad;T2;LELE0501
NF1468;AHO721;T2 - AVISAJE SIN ACUSE;JA10136439;Unidad;T2;LELE0501
NF1469;AHO722;T2 - AVISAJE CON ACUSE;JA10136439;Unidad;T2;LELE0501
NF1470;AHO730;T2 - OPERACIÓN EN EQUIPOS DE DISTRIBUCIÓN AÉREA MT;JA10136439;Conjunto;T2;LELE0501
NF1471;AHO734;T2 - CORTE O REPOSICIÓN DE SERVICIO EN MT ;JA10136439;Unidad;T2;LELE0501
NF1472;AHO131;T2 - HIDROLAVADO DE ESTRUCTURAS SIN EQUIPO EN LÍNEAS AÉREAS MT-BT;JA10136439;Estructura;T2;LELE0600
NF1473;AHO737;T2 - RETIRO DE EQUIPO DE MEDIDA AEREO PARA EMPALME MT (LLEE);JA10136439;Unidad;T2;LELE0600
NF1474;AHO804;T2 - INSTALACIÓN DE POSTE  (DISPOSICION DE PASO) MT DE 10 A 15 METROS C/LLEE ;JA10136439;Unidad;T2;LELE0600
NF1475;AHO805;T2 - RETIRO DE POSTE  (DISPOSICION DE PASO) MT DE 10 A 15 METROS C/LLEE ;JA10136439;Unidad;T2;LELE0600
NF1476;AHO806;T2 - INSTALACIÓN DE POSTE  DE REMATE MT DE 10 A 15 METROS O ESTRUCTURA DE REMATE C/LLEE;JA10136439;Unidad;T2;LELE0600
NF1477;AHO807;T2 - RETIRO DE POSTE  DE REMATE MT DE 10 A 15 METROS O ESTRUCTURA DE REMATE C/LLEE;JA10136439;Unidad;T2;LELE0600
NF1478;AHO808;T2 - CAMBIO DE POSTE MT (EN DISPOSICIÓN DE PASO   C/LLEE;JA10136439;Unidad;T2;LELE0600
NF1479;AHO809;T2 - CAMBIO DE POSTE MT C/LLEE (EN REMATE O RETENCIÓN);JA10136439;Unidad;T2;LELE0600
NF1480;AHO810;T2 - MANTENIMIENTO O CAMBIO DE ELEMENTOS DEL TIRANTE (VIENTO) MT DAÑADOS C/LLEE;JA10136439;Unidad;T2;LELE0600
NF1481;AHO811;T2 - NIVELAR O APLOMAR POSTE MT C/LLEE;JA10136439;Unidad;T2;LELE0600
NF1482;AHO812;T2 - INSTALACIÓN DE CRUCETA SIMPLE  O DOBLE EN DISPOSICIÓN DE PASO  C/LLEE;JA10136439;Unidad;T2;LELE0600
NF1483;AHO813;T2 - RETIRO DE CRUCETA SIMPLE  O DOBLE EN DISPOSICIÓN DE PASO  C/LLEE;JA10136439;Unidad;T2;LELE0600
NF1484;AHO814;T2 - INSTALACIÓN DE CRUCETA SIMPLE  O DOBLE EN DISPOSICIÓN DE REMATE  C/LLEE;JA10136439;Unidad;T2;LELE0600
NF1485;AHO815;T2 - INSTALACIÓN O SUSTITUCIÓN DE UN AISLADOR DE PINO O CADENA C/LLEE;JA10136439;Unidad;T2;LELE0600
NF1486;AHO816;T2 - RETIRO DE CRUCETA SIMPLE  O DOBLE EN DISPOSICIÓN DE REMATE  C/LLEE;JA10136439;Unidad;T2;LELE0600
NF1487;AHO817;T2 - TRABAJOS  MENORES LÍNEA ENERGIZADA;JA10136439;Conjunto;T2;LELE0600
NF1488;AHO818;T2 - RETEMPLADO DE LÍNEA (LEVANTAR O BAJAR REDES MT) C/ LLEE;JA10136439;Vano;T2;LELE0600
NF1489;AHO819;T2 - DESCONEXIÓN O CONEXIÓN DE PUENTES DE MEDIA TENSIÓN CON LÍNEAS VIVAS;JA10136439;Conjunto;T2;LELE0600
NF1490;AHO820;T2 - INSTALACIÓN, RETIRO O ARREGLO DE ESTRIBOS Y/O REAPRETE DE CONEXIONES C/LLEE;JA10136439;Unidad;T2;LELE0600
NF1491;AHO821;T2 - INSTALACIÓN DE CONECTORA AL/CU/AL-AL (TODAS LAS SECCIONES) CON LLEE;JA10136439;Unidad;T2;LELE0600
NF1492;AHO822;T2 - INSTALACIÓN O RETIRO DE CUBIERTAS DE PROTECCION EN VANOS DE RED.;JA10136439;Vano;T2;LELE0600
NF1493;AHO823;T2 - INSTALACIÓN DE EQUIPO DE  PROTECCIÓN MONOFÁSICO Y PARARRAYO  MT/BT C/LLEE;JA10136439;Unidad;T2;LELE0600
NF1494;AHO824;T2 - RETIRAR EQUIPO DE  PROTECCIÓN MONOFÁSICO O PARARRAYO  MT/BT C/LLEE;JA10136439;Unidad;T2;LELE0600
NF1495;AHO825;T2 - INSTALACIÓN O RETIRO DE INDICADORES DE FALLA PARA REDES DE MT AEREAS C/LLEE;JA10136439;Conjunto;T2;LELE0600
NF1496;AHO826;T2 - INSTALACIÓN O RETIRO DE BANCO DE CONDENSADORES, TP O TC C/LLEE;JA10136439;Conjunto;T2;LELE0600
NF1497;AHO827;T2 - TIEMPO DE ESPERA POR SOLICITUD DE LA DISTRIBUIDORA DE GRUPO TÉCNICO DE LLEE.;JA10136439;Unidad;T2;LELE0600
NF1498;AHO828;T2 - INSTALACIÓN DE UN SECCIONALIZADOR O RECONECTADOR (SF6, OLEO, VACIO) SIN CAJA DE CONTROL C/LLEE;JA10136439;Unidad;T2;LELE0600
NF1499;AHO829;T2 - RETIRADA DE UN SECCIONALIZADOR O RECONECTADOR (SF6, OLEO, VACIO) C/LLEE;JA10136439;Unidad;T2;LELE0600
NF1500;AHO840;T2 - PODA Y/O DESRAMIFICACIÓN DE ÁREA ARBORIZADA EN LÍNEA DE MEDIA TENSIÓN CON EQUIPOS DE LÍNEA ENERGIZADA;JA10136439;m2;T2;LELE0600
NF1501;AHO842;T2 - RETIRO DE ARBOL POR  VOLCAMIENTO SOBRE LAS REDES DE MEDIA Y/O BAJA TENSIÓN CON EQUIPOS DE LÍNEA ENERGIZADA;JA10136439;Unidad;T2;LELE0600
NF1502;AHO843;T2 - PAGO ADICIONAL POR TRABAJOS RELIZADOS EN HORARIO NOCTURNO O EN DIAS FESTIVOS;JA10136439;Puntos;T2;LELE0600
NF1503;AHO845;T2 - PODA Y/O DESRAMIFICACIÓN DE ÁRBOL AISLADO EN LÍNEA DE MEDIA TENSIÓN CON EQUIPOS DE LÍNEA ENERGIZADA;JA10136439;Unidad;T2;LELE0600
NF1504;AHO846;T2 - PODA Y/O DESRAMIFICACIÓN MASIVA DE ÁRBOLES  CON EQUIPOS DE LÍNEA ENERGIZADA;JA10136439;m2;T2;LELE0600
NF1505;AHO847;T2 - PODA Y/O DESRAMIFICACIÓN DE ÁRBOL AISLADO EN LÍNEA DE MEDIA TENSIÓN CON EQUIPOS DE LÍNEA ENERGIZADA SIN RETIRO DE RESIDUOS;JA10136439;Unidad;T2;LELE0600
NF1506;AHO848;T2 - PODA Y/O DESRAMIFICACIÓN MASIVA DE ÁRBOLES  CON EQUIPOS DE LÍNEA ENERGIZADA SIN RETIRO DE RESIDUOS;JA10136439;m2;T2;LELE0600
NF1507;SCO112;T2 - CONSTRUCCIÓN DE PLACA DE CONTRAPISO EN CONCRETO DE 2500 PSI;JA10136439;m2;T2;LELE0502
NF1508;SHO113;T2 - CANALIZ. TIPO A  EN  TERRIZO 1T (PROFUNDIDAD < 1M);JA10136439;m;T2;LELE0502
NF1509;SHO114;T2 - CANALIZ. TIPO A  EN VEREDA, ASFALTO O CEMENTO CON CONCRETO HASTA 15 CM 1T (PROFUNDIDAD < 1M);JA10136439;m;T2;LELE0502
NF1510;SHO115;T2 - CANALIZ. TIPO A  EN VEREDA, ASFALTO O CEMENTO CON CONCRETO MÁS DE  15 CM 1T (PROFUNDIDAD < 1M);JA10136439;m;T2;LELE0502
NF1511;SHO116;"T2 - CANALIZ. TIPO B  EN  TERRIZO 1T (PROFUNDIDAD  1M <> 1,5M)
";JA10136439;m;T2;LELE0502
NF1512;SHO117;"T2 - CANALIZ. TIPO B  EN VEREDA, ASFALTO O CEMENTO CON CONCRETO HASTA 15 CM 1T (PROFUNDIDAD  1M <> 1,5M)
";JA10136439;m;T2;LELE0502
NF1513;SHO118;"T2 - CANALIZ. TIPO B  EN VEREDA, ASFALTO O CEMENTO CON CONCRETO MÁS DE  15 CM 1T (PROFUNDIDAD 1M <> 1,5M)
";JA10136439;m;T2;LELE0502
NF1514;SHO124;T2 - SUPLEMENTO POR CIRCUITO INSTALADO EN VERTICAL (4 TUBOS);JA10136439;m;T2;LELE0502
NF1515;SHO125;T2 - ZANJA TIPO A PARA CABLE DIRECTAMENTE ENTERRADO EN GRAVA O TERRIZO (PROFUNDIDAD < 1M);JA10136439;m;T2;LELE0502
NF1516;SHO126;T2 - ZANJA TIPO A PARA CABLE DIRECTAMENTE ENTERRADO EN VEREDA CONCRETO O ASFALTO HASTA 15 CM   (PROFUNDIDAD < 1M);JA10136439;m;T2;LELE0502
NF1517;SHO127;T2 - ZANJA TIPO A PARA CABLE DIRECTAMENTE ENTERRADO EN ASFALTO O CONCRETO DE MAS DE 15 CM (PROFUNDIDAD < 1M);JA10136439;m;T2;LELE0502
NF1518;SHO128;T2 - ZANJA PARA CABLE DIRECTAMENTE ENTERRADO EN GRAVA O TERRIZO (PROFUNDIDAD > 1M);JA10136439;m;T2;LELE0502
NF1519;SHO129;T2 - ZANJA TIPO B PARA CABLE DIRECTAMENTE ENTERRADO EN VEREDA CONCRETO O ASFALTO HASTA 15 CM  (PROFUNDIDAD > 1M);JA10136439;m;T2;LELE0502
NF1520;SHO130;T2 - ZANJA TIPO B PARA CABLE DIRECTAMENTE ENTERRADO EN ASFALTO O CONCRETO DE MAS DE 15 CM (PROFUNDIDAD > 1M);JA10136439;m;T2;LELE0502
NF1521;SHO131;T2 - SUPLEMENTO POR INSTALACIÓN DE UN CIRCUITO O DUCTO VERTICAL EN ZANJA O CANALIZACIÓN A O B;JA10136439;m;T2;LELE0502
NF1522;SHO132;T2 - SUPLEMENTO POR INSTALACIÓN DE UN DUCTO HORIZONTAL EN CANALIZACIÓN A O B EN TERRIZO ;JA10136439;m;T2;LELE0502
NF1523;SHO133;"T2 - SUPLEMENTO POR INSTALACIÓN DE UN CIRCUITO O DUCTO HORIZONTAL EN ZANJA O CANALIZACIÓN A O B EN CONCRETO HASTA 15 CM
";JA10136439;m;T2;LELE0502
NF1524;SHO134;"T2 - SUPLEMENTO POR INSTALACIÓN DE UN DUCTO HORIZONTAL EN ZANJA O CANALIZACIÓN A O B EN CONCRETO MAS DE 15 CM
";JA10136439;m;T2;LELE0502
NF1525;SHO135;T2 - SUPLEMENTO POR RELLENO ESPECIAL DE ZANJA (HORMIGÓN/CONCRETO O GRAVA CEMENTO) (M3);JA10136439;m3;T2;LELE0502
NF1526;SHO136;T2 - SUPLEMENTO CANALIZACION PROFUNDIDAD >1,5;JA10136439;m3;T2;LELE0502
NF1527;SHO137;T2 - SUPLEMENTO ROTURA PAVIMENTO EXTRA CON CAPA DE CONCRETO HASTA 15 CM;JA10136439;m2;T2;LELE0502
NF1528;SHO138;T2 - SUPLEMENTO ROTURA PAVIMENTO EXTRA CON CAPA DE CONCRETO ENTRE 15 Y 40 CM;JA10136439;m2;T2;LELE0502
NF1529;SHO139;T2 - CONSTRUCCIÓN DE UN BANCO DE DUCTOS CON TECNOLOGÍA TIPO MICROTUNELERIA;JA10136439;m;T2;LELE0502
NF1530;SHO140;T2 - CIERRE ECOLÓGICO;JA10136439;m;T2;LELE0502
NF1531;SHO142;T2 - RECONSTRUCCIÓN O REPOSICIÓN DE BALDOSA NORMAL DE CEMENTO EN ANDEN O VEREDA;JA10136439;m2;T2;LELE0502
NF1532;SHO143;T2 - RECONSTRUCCIÓN O REPOSICIÓN DE PAVIMENTO HORMIGÓN 200 A 250 KG/CM2 Y ESPESOR DE 0,20 M PARA CALZADA;JA10136439;m2;T2;LELE0502
NF1533;SHO144;T2 - RECONSTRUCCIÓN O REPOSICIÓN DE CÉSPED EN JARDINES;JA10136439;m2;T2;LELE0502
NF1534;SHO145;T2 - RECONSTRUCCIÓN O REPARACIÓN VEREDA O ANDÉN ESPECIAL (REPOSICIÓN BALDOSA ESPECIAL (TIPO FULGET-ADOCRET CERÁMICOS ETC.));JA10136439;m2;T2;LELE0502
NF1535;SHO146;T2 - RECONSTRUCCIÓN DE VEREDA (ANDEN) EN CONCRETO A LA VISTA DE HASTA 15 CM DE ESPESOR HASTA 210 KG/CM2;JA10136439;m2;T2;LELE0502
NF1536;SHO147;T2 - RECONSTRUCCIÓN DE CALZADA EN ASFALTO.;JA10136439;m2;T2;LELE0502
NF1537;SHO148;T2 - RECONSTRUCCIÓN O REPOSICION DE PAVIMENTO HORMIGÓN  MAYOR A 250 HASTA 300 KG/CM2 ESPESOR DE 0,20 M PARA CALZADAS;JA10136439;m2;T2;LELE0502
NF1538;SHO149;T2 - RECONSTRUCCIÓN O REPOSICIÓN DE PAVIMENTO HORMIGÓN FAST TRACK 24 HORAS (SECADO 24 HORAS), ESPESOR DE 0,20 M Y DUREZA MAYOR A 200 KG/CM2;JA10136439;m2;T2;LELE0502
NF1539;SHO150;T2 - DEMARCACIÓN VIAL;JA10136439;m2;T2;LELE0502
NF1540;SHO151;T2 - CONSTRUCCIÓN DE CAMARA O CAJA DE INSPECCIÓN TIPO CALZADA (VEHICULAR) CON MARCO Y TAPA CIRCULAR EN HORMIGÓN ARMADO;JA10136439;m2;T2;LELE0502
NF1541;SHO152;T2 - CONSTRUIR CAMARA O CAMARILLA EN VEREDA DE MANPOSTERIA, ALBAÑILERÍA PARA MT O BT;JA10136439;m2;T2;LELE0502
NF1542;SHO153;T2 - CONSTRUIR CAMARA O CAMARILLA EN VEREDA DE HORMIGÓN ARMADO PARA MT O BT;JA10136439;m2;T2;LELE0502
NF1543;SHO154;T2 - EXCAVACIÓN Y MOVIMIENTO DE TIERRA CALICATA DE INSPECCIÓN (APIQUE);JA10136439;m3;T2;LELE0502
NF1544;SHO155;T2 - CAMBIO O NIVELADO DE MARCO Y TAPA DE CAMARA;JA10136439;Unidad;T2;LELE0502
NF1545;SHO156;T2 - MANTENIMIENTO MENOR DE CAMARA;JA10136439;Cámara;T2;LELE0502
NF1546;SHO157;T2 - INSPECCION CAMARAS SUBTERRANEAS;JA10136439;Cámara;T2;LELE0502
NF1547;SHO159;T2 - MANTENIMIENTO INTEGRAL A CAMARA DE BT;JA10136439;Cámara;T2;LELE0502
NF1548;SHO160;T2 - MANTENIMIENTO INTEGRAL  A CAMARA O BÓVEDA DE MT;JA10136439;Cámara;T2;LELE0502
NF1549;SHO161;T2 - EXTRACCION AGUA EN CAMARAS Y BOVEDAS ;JA10136439;Cámara;T2;LELE0502
NF1550;SHO162;T2 - EXCAVACIÓN PARA EMPALME SUBTERRÁNEO EN VEREDA DE CONCRETO O ASFALTO;JA10136439;Unidad;T2;LELE0502
NF1551;SHO163;T2 - SELLADO DUCTOS EN CAMARA O CAMARILLA (POR DUCTO);JA10136439;Unidad;T2;LELE0502
NF1552;SHO168;T2 - EXCAVACIÓN PARA EMPALME SUBTERRÁNEO EN TERRIZO;JA10136439;Unidad;T2;LELE0502
NF1553;SHO169;T2 - REALIZAR TÚNEL LINER;JA10136439;m;T2;LELE0502
NF1554;SHO170;T2 - INSTALACION CAMARA MT PREFABRICADA;JA10136439;Unidad;T2;LELE0502
NF1555;SHO171;T2 - INSPECCION CAMARILLAS SUBTERRANEAS;JA10136439;Unidad;T2;LELE0502
NF1556;SHO172;T2 - RECONSTRUCCIÓN O REPOSICIÓN DE PAVIMENTO HORMIGÓN 200 A 250 KG/CM2 Y ESPESOR MAYOR DE 0,20 M Y HASTA 0,30 M PARA CALZADA;JA10136439;m2;T2;LELE0502
NF1557;SHO201;T2 - EXCAVACIÓN PARA CAMARA O BOVEDA, NIVELACIÓN, COMPACTADO DE SUB BASE.;JA10136439;m3;T2;LELE0502
NF1558;SHO203;T2 - CONSTRUCCIÓN EN ALBAÑILERIA;JA10136439;m2;T2;LELE0502
NF1559;SHO206;T2 - DEMOLER MANPOSTERIA, ALBAÑILERÍA, PAVIMENTO, CAMARA, BÓVEDA;JA10136439;m2;T2;LELE0502
NF1560;SHO219;T2 - COLOCACIÓN O PINTADO DE CODIGOS IDENTIFICATIVOS;JA10136439;Unidad;T2;LELE0502
NF1561;SHO220;T2 - SUMINISTRO E INSTALACIÓN DE ELEMENTOS ANTIINCENDIOS;JA10136439;Unidad;T2;LELE0502
NF1562;SCO302;T2 - RETIRO DE RED  SUBTERRÁNEA DE TELECOMUNICACIONES  POR METRO LINEAL DE RED.;JA10136439;m de red;T2;LELE0502
NF1563;SCO315;T2 - SONDEO Y COLOCACIÓN DE HILO GUÍA EN DUCTOS LIBRES;JA10136439;m;T2;LELE0502
NF1564;SCO406;T2 - IBT VERIFICACIÓN DEL VÍNCULO CLIENTE RED SUBTERRÁNEO;JA10136439;Unidad;T2;LELE0502
NF1565;SHO316;T2 - INSTALACIÓN DE APOYO DE CABLES EN CAMARA 1 CIRCUITO BT (TRES FASES Y NEUTRO);JA10136439;Conjunto;T2;LELE0502
NF1566;SHO317;T2 - INSTALACIÓN DE APOYO DE CABLES EN CAMARA 2 CIRCUITOS BT (TRES FASES Y NEUTRO);JA10136439;Conjunto;T2;LELE0502
NF1567;SHO318;T2 - INSTALACIÓN DE APOYOS DE CABLES EN CAMARA 1 CIRCUITOS MT (COBRE O ALUMINIO, TRES FASES)  ;JA10136439;Conjunto;T2;LELE0502
NF1568;SHO319;T2 - INSTALACIÓN DE APOYOS DE CABLES EN CAMARA 2 CIRCUITOS MT (COBRE O ALUMINIO, TRES FASES)  ;JA10136439;Conjunto;T2;LELE0502
NF1569;SHO320;T2 - ADECUAR O READECUAR POSICIÓN DE CABLES MT O BT EN CAMARA (TRES FASES Y NEUTRO SI CORRESPONDE);JA10136439;Cámara;T2;LELE0502
NF1570;SHO321;T2 - INSTALAR LAS TRES FASES DE CABLE MONOPOLAR DE HASTA 120 MM2 (COBRE O ALUMINIO) MT EN DUCTO;JA10136439;m;T2;LELE0502
NF1571;SHO322;T2 - INSTALAR LAS TRES FASES DE CABLE MONOPOLAR MAYOR A 120 HASTA 300 MM2 (COBRE O ALUMINIO) MT EN DUCTO;JA10136439;m;T2;LELE0502
NF1572;SHO323;T2 - RETIRAR LAS TRES FASES DE CABLES MONOPOLARES MAYOR A 120 HASTA 300 MM2 (COBRE O ALUMINIO) MT EN DUCTO;JA10136439;m;T2;LELE0502
NF1573;SHO324;T2 - RETIRO  LAS TRES FASES CABLE MONOPOLAR DE HASTA 120 MM2 (COBRE O ALUMINIO) MT EN DUCTO;JA10136439;m;T2;LELE0502
NF1574;SHO325;T2 - INSTALACIÓN O REEMPLAZO DE UNA FASE DE CABLE MONOPOLAR DE CUALQUIER SECCIÓN (COBRE O ALUMINIO) DE MT  EN DUCTO;JA10136439;m;T2;LELE0502
NF1575;SHO326;T2 - INSTALAR CABLE TRIPOLAR MENOR A 120 MM2 (COBRE O ALUMINIO) MT EN DUCTO;JA10136439;m;T2;LELE0502
NF1576;SHO327;T2 - INSTALAR CABLE TRIPOLAR MAYOR A 120 MM2 (COBRE O ALUMINIO) MT EN DUCTO;JA10136439;m;T2;LELE0502
NF1577;SHO328;T2 - RETIRAR CABLE TRIPOLAR MAYOR A 120 MM2 (COBRE O ALUMINIO) MT EN DUCTO;JA10136439;m;T2;LELE0502
NF1578;SHO329;T2 - RETIRAR CABLE TRIPOLAR MENOR A 120 MM2 (COBRE O ALUMINIO) MT EN DUCTO;JA10136439;m;T2;LELE0502
NF1579;SHO330;T2 - INSTALAR LAS TRES FASES DE CABLE MONOPOLAR DE HASTA 300 MM2 (COBRE O ALUMINIO) DE MT EN TIERRA  MT;JA10136439;m;T2;LELE0502
NF1580;SHO331;T2 - INSTALAR LAS TRES FASES CABLE MONOPOLAR MAYOR A 300 MM2  (COBRE O ALUMINIO) DE MT DIRECTAMENTE EN TIERRA MT;JA10136439;m;T2;LELE0502
NF1581;SHO332;T2 - RETIRAR  LAS TRES FASES CABLE MONOPOLAR (COBRE O ALUMINIO) DE MT EN TIERRA CUALQUIER SECCIÓN;JA10136439;m;T2;LELE0502
NF1582;SHO333;T2 - INSTALAR LAS TRES FASES DE CABLE MONOPOLAR DE HASTA 120 MM2 (COBRE O ALUMINIO) BT EN DUCTO;JA10136439;m;T2;LELE0502
NF1583;SHO334;T2 - INSTALAR LAS TRES FASES DE CABLE MONOPOLAR MAYOR A 120 MM2 (COBRE O ALUMINIO) BT EN DUCTO;JA10136439;m;T2;LELE0502
NF1584;SHO335;T2 - RETIRAR LAS TRES FASES DE CABLES MONOPOLARES MAYOR A 120 MM2 (COBRE O ALUMINIO) BT EN DUCTO;JA10136439;m;T2;LELE0502
NF1585;SHO336;T2 - RETIRO  LAS TRES FASES CABLE MONOPOLAR DE HASTA 120 MM2 (COBRE O ALUMINIO) BT EN DUCTO;JA10136439;m;T2;LELE0502
NF1586;SHO337;T2 - INSTALACIÓN O REEMPLAZO DE UNA FASE DE CABLE MONOPOLAR DE CUALQUIER SECCIÓN (COBRE O ALUMINIO) DE BT  EN DUCTO;JA10136439;m;T2;LELE0502
NF1587;SHO338;"T2 - INSTALAR CABLE TRIPOLAR/TETRAPOLAR MENOR A 120 MM2 (COBRE O ALUMINIO) BT EN DUCTO
";JA10136439;m;T2;LELE0502
NF1588;SHO339;T2 - INSTALAR CABLE TRIPOLAR/TETRAPOLAR MAYOR A 120 MM2 (COBRE O ALUMINIO) BT EN DUCTO;JA10136439;m;T2;LELE0502
NF1589;SHO340;T2 - RETIRAR CABLE TRIPOLAR/TETRAPLOAR MAYOR A 120 MM2 (COBRE O ALUMINIO) BT EN DUCTO (x 100);JA10136439;m;T2;LELE0502
NF1590;SHO341;T2 - RETIRAR CABLE TRIPOLAR/TETRAPOLAR MENOR A 120 MM2 (COBRE O ALUMINIO) BT EN DUCTO (x100);JA10136439;m;T2;LELE0502
NF1591;SHO342;T2 - INSTALAR LAS TRES FASES DE CABLE MONOPOLAR O CONDUCTOR TETRAPOLAR DE HASTA 120 MM2 (COBRE O ALUMINIO) DIRECTAMENTE EN TIERRA BT;JA10136439;m;T2;LELE0502
NF1592;SHO343;T2 - INSTALAR LAS TRES FASES CABLE MONOPOLAR O CONDUCTOR TETRAPOLAR MAYOR A 120 MM2  (COBRE O ALUMINIO) DIRECTAMENTE EN TIERRA BT;JA10136439;m;T2;LELE0502
NF1593;SHO344;T2 - RETIRO LAS TRES FASES CABLE MONOPOLAR O CONDUCTOR TETRAPOLAR  (COBRE O ALUMINIO) DE BT EN TIERRA CUALQUIER SECCIÓN;JA10136439;m;T2;LELE0502
NF1594;SHO345;T2 - PRUEBAS DE CABLES MT O BT (SEGÚN CORRESPONDA);JA10136439;Global;T2;LELE0502
NF1595;SHO346;T2 - INSTALACIÓN DE BARRAJE PREFORMADO PARA BT/MT/AP EN CAMARAS DE INSPECCIÓN;JA10136439;Unidad;T2;LELE0502
NF1596;SHO347;T2 - RETIRO DE BARRAJE PREFORMADO PARA M.T. O B.T.O AP EN CAMARAS DE INSPECCIÓN;JA10136439;Unidad;T2;LELE0502
NF1597;SHO348;T2 - MANTENIMIENTO MENOR EN LA RED SUBTERRÁNEA;JA10136439;m;T2;LELE0502
NF1598;SHO349;T2 - REALIZAR MUFA RECTA (UNIÓN RECTA O EMPALME) EN CABLES BT MONOPOLARES (TRES FASES Y NEUTRO);JA10136439;Unidad;T2;LELE0502
NF1599;SHO350;T2 - REALIZAR MUFA RECTA SIMPLE (UNIÓN RECTA O EMPALME) EN CABLES BT MONOPOLARES (UNA FASE O NEUTRO);JA10136439;Unidad;T2;LELE0502
NF1600;SHO351;T2 - REALIZAR MUFA DERIVACIÓN  (UNIÓN DERIVACIÓN O EMPALME CON DERIVACIÓN) EN CABLES BT MONOPOLARES. TRES FASES Y NEUTRO SI CORRESPONDE;JA10136439;Conjunto;T2;LELE0502
NF1601;SHO352;T2 - REALIZAR MUFA DERIVACIÓN SIMPLE (UNIÓN DERIVACIÓN O EMPALME CON DERIVACIÓN) EN CABLES BT MONOPOLARES (UNA FASE O NEUTRO);JA10136439;Unidad;T2;LELE0502
NF1602;SHO353;T2 - REALIZAR MUFA RECTA (UNIÓN RECTA O EMPALME) EN CABLES MT MONOPOLARES. TRES FASES;JA10136439;Conjunto;T2;LELE0502
NF1603;SHO354;T2 - REALIZAR MUFA RECTA SIMPLE (UNIÓN RECTA O EMPALME) EN CABLES MT MONOPOLARES. UNA FASE;JA10136439;Unidad;T2;LELE0502
NF1604;SHO355;T2 - REALIZAR MUFA DERIVACIÓN  (UNIÓN DERIVACIÓN O EMPALME CON DERIVACIÓN) EN CABLES MT MONOPOLARES. TRES FASES;JA10136439;Conjunto;T2;LELE0502
NF1605;SHO356;T2 - REALIZAR MUFA DERIVACIÓN  (UNIÓN DERIVACIÓN O EMPALME CON DERIVACIÓN) EN CABLES MT MONOPOLARES. UNA FASE;JA10136439;Unidad;T2;LELE0502
NF1606;SHO359;T2 - INSTALAR INDICADORES DE FALLA SUBTERRÁNEOS;JA10136439;Unidad;T2;LELE0502
NF1607;SHO360;T2 - INSTALACIÓN O RETIRO DE PORTA FUSIBLES SUBTERRÁNEOS  MT;JA10136439;Unidad;T2;LELE0502
NF1608;SHO362;T2 - INSTALAR O RETIRAR SECCIONADOR TRIFÁSICO SUBTERRANEO BT  ;JA10136439;Unidad;T2;LELE0502
NF1609;SHO364;T2 - INSTALAR EQUIPO MANIOBRA EN MEDIA TENSIÓN SUBTERRANEA;JA10136439;Unidad;T2;LELE0502
NF1610;SHO365;T2 - RETIRAR EQUIPO MANIOBRA EN MEDIA TENSIÓN SUBTERRANEA;JA10136439;Unidad;T2;LELE0502
NF1611;SHO369;T2 - INSTALACIÓN O RETIRO DE PORTA FUSIBLES SUBTERRÁNEOS BT;JA10136439;Unidad;T2;LELE0502
NF1612;SCO316;T2 - INSTALACIÓN O RETIRO DE UN FUSIBLE SUBTERRÁNEO EN MT;JA10136439;Unidad;T2;LELE0502
NF1613;SHO371;T2 - RETIRAR MUFA DE UNION RECTA, DERIVACIÓN O TERMINAL EN CABLES MT - TRES FASES;JA10136439;Unidad;T2;LELE0502
NF1614;SHO372;T2 - INSTALACIÓN DE UN TERMINAL EN CABLES EN BT;JA10136439;Unidad;T2;LELE0502
NF1615;SHO373;T2 - INSTALACION  BANDEJA PORTACABLE;JA10136439;m;T2;LELE0502
NF1616;SHO374;T2 - INSTALAR LAS TRES FASES DE CABLE MONOPOLAR MAYOR A 300 MM2 (COBRE O ALUMINIO) MT EN DUCTO;JA10136439;m;T2;LELE0502
NF1617;SHO375;T2 - RETIRO LAS TRES FASES DE CABLE MONOPOLAR MAYOR A 300 MM2 (COBRE O ALUMINIO) MT EN DUCTO;JA10136439;Unidad;T2;LELE0502
NF1618;SHO376;T2 - PASO AÉREO SUBTERRÁNEO MT;JA10136439;Conjunto;T2;LELE0502
NF1619;SHO377;T2 - PASO AÉREO SUBTERRÁNEO BT;JA10136439;Conjunto;T2;LELE0502
NF1620;SHO378;T2 - RETIRO DE PASO AÉREO SUBTERRÁNEO MT;JA10136439;Unidad;T2;LELE0502
NF1621;SHO379;T2 - RETIRO DE PASO AÉREO SUBTERRÁNEO BT;JA10136439;Unidad;T2;LELE0502
NF1622;SHO380;T2 - PRUEBAS DE CABLES MT O BT - EQUIPO APORTADO POR EL CONTRATISTA;JA10136439;Unidad;T2;LELE0502
